21742;San Cristobal;64.0;60.0;2;1.0;3;85000
21740;San Andres;94.0;54.0;2;2.0;1;144247
21738;Los Rosales;108.0;90.0;2;2.0;4;260000
21737;San Andres;126.0;114.0;4;2.0;3;195000
21736;San Andres;120.0;100.0;5;2.0;1;190000
21735;Villaverde;125.0;100.0;3;2.0;2;198500
21734;Villaverde;84.0;70.0;3;2.0;0;212000
21731;Villaverde;122.0;98.0;3;2.0;6;246900
21730;Los Rosales;123.0;104.0;3;2.0;4;195000
21729;Los Angeles;109.0;90.0;3;2.0;3;205000
21726;Villaverde;115.0;88.0;3;1.0;1;184900
21716;San Andres;75.0;68.0;3;1.0;3;138000
21715;Villaverde;112.0;83.0;4;2.0;2;280000
21714;Los Rosales;65.0;63.0;3;1.0;1;150000
21713;San Andres;70.0;63.0;2;1.0;3;145900
21709;Villaverde;72.0;66.0;2;1.0;3;138000
21708;Butarque;61.0;56.0;3;1.0;5;100000
21706;Villaverde;87.0;70.0;3;1.0;2;96000
21705;San Andres;60.0;1.0;2;1.0;0;154000
21704;Los Angeles;78.0;63.0;4;1.0;2;146700
21703;Los Rosales;52.0;41.0;1;1.0;1;92500
21700;Butarque;97.0;73.0;2;2.0;0;266122
21699;Butarque;93.0;70.0;2;2.0;7;228273
21697;Butarque;83.0;69.0;2;2.0;7;228273
21696;Los Rosales;45.0;41.0;2;1.0;1;85000
21692;Butarque;126.0;105.0;4;2.0;0;275000
21690;Villaverde;65.0;52.0;2;1.0;0;115000
21688;Villaverde;62.0;48.0;2;1.0;0;123000
21686;Butarque;112.0;80.0;3;2.0;3;289000
21663;San Andres;97.0;91.0;4;1.0;3;130000
21662;Butarque;106.0;81.0;3;2.0;3;251569
21661;Butarque;103.0;79.0;3;2.0;3;235402
21660;Butarque;103.0;79.0;3;2.0;1;235172
21659;Butarque;103.0;79.0;3;2.0;5;236227
21658;Butarque;114.0;85.0;3;2.0;2;254710
21652;Villaverde;173.0;107.0;4;2.0;2;268000
21649;Los Rosales;125.0;87.0;3;2.0;1;210000
21645;San Andres;54.0;50.0;2;1.0;2;110000
21642;Los Rosales;65.0;52.0;2;1.0;3;106500
21641;Los Rosales;102.0;81.0;3;2.0;3;127500
21636;San Andres;54.0;50.0;2;1.0;3;89900
21627;Butarque;103.0;79.0;3;2.0;6;235718
21620;Butarque;106.0;81.0;3;2.0;4;256115
21619;Butarque;113.0;84.0;3;2.0;0;261989
21618;Butarque;115.0;86.0;3;2.0;1;273353
21617;Butarque;129.0;98.0;3;2.0;7;297621
21616;Butarque;115.0;89.0;3;2.0;6;279778
21610;San Andres;73.0;45.0;2;1.0;1;127500
21609;San Andres;122.0;90.0;3;2.0;0;179000
21608;Butarque;98.0;86.0;3;2.0;0;266122
21607;Butarque;97.0;83.0;3;2.0;0;261989
21606;Butarque;111.0;98.0;3;2.0;7;297621
21605;Butarque;99.0;86.0;3;2.0;3;251569
21604;Villaverde;77.0;66.0;3;1.0;1;113500
21603;San Andres;85.0;75.0;3;1.0;4;138000
21602;Butarque;90.0;73.0;3;2.0;2;225000
21601;Los Rosales;133.0;80.0;2;1.0;6;264000
21599;Butarque;133.0;101.0;3;3.0;7;275000
21585;Butarque;104.0;88.0;3;2.0;1;273352
21582;San Cristobal;74.0;69.0;3;1.0;1;100000
21580;San Andres;90.0;85.0;2;2.0;7;240000
21578;San Andres;49.0;44.0;2;1.0;0;84000
21577;Los Rosales;151.0;100.0;3;2.0;6;314000
21574;Los Rosales;48.0;39.0;2;1.0;0;89000
21571;San Andres;136.0;92.0;3;2.0;5;230000
21569;San Andres;95.0;90.0;3;1.0;2;185000
21567;Los Rosales;43.0;35.0;1;1.0;0;84000
21555;Butarque;58.0;48.0;3;1.0;3;105000
21553;San Andres;82.0;73.0;3;1.0;4;120000
21551;Butarque;90.0;76.0;2;1.0;0;212000
21550;San Cristobal;95.0;87.0;2;2.0;5;184000
21545;San Andres;68.0;63.0;3;1.0;4;95000
21541;Butarque;91.0;77.0;2;2.0;5;228208
21538;San Andres;60.0;56.0;2;1.0;3;105000
21536;San Cristobal;60.0;50.0;2;1.0;5;73000
21534;Villaverde;136.0;76.0;3;1.0;1;135990
21532;Los Rosales;71.0;60.0;2;2.0;2;198000
21530;San Cristobal;65.0;60.0;2;1.0;2;110000
21529;Villaverde;93.0;87.0;3;1.0;9;160000
21528;San Andres;75.0;70.0;3;1.0;2;103000
21525;San Andres;115.0;92.0;3;1.0;1;154900
21524;San Cristobal;63.0;60.0;2;1.0;2;82260
21523;Villaverde;72.0;67.0;3;1.0;6;139400
21521;San Andres;90.0;70.0;3;2.0;3;155000
21520;San Cristobal;66.0;60.0;3;1.0;2;88000
21513;Los Angeles;80.0;65.0;3;1.0;3;182000
21512;San Andres;120.0;85.0;3;2.0;2;295000
21511;Los Angeles;82.0;71.0;2;2.0;6;270000
21505;Villaverde;45.0;36.0;2;1.0;3;105000
21504;Los Rosales;95.0;85.0;3;1.0;2;130000
21500;Los Rosales;98.0;85.0;4;2.0;0;230000
21495;San Andres;120.0;110.0;3;1.0;2;180000
21491;Los Rosales;105.0;95.0;3;2.0;0;180000
21490;Villaverde;70.0;60.0;2;1.0;0;128000
21487;Villaverde;86.0;76.0;3;1.0;4;129000
21486;Villaverde;75.0;65.0;3;2.0;1;132000
21485;Villaverde;85.0;75.0;3;1.0;0;135000
21484;Villaverde;65.0;58.0;2;1.0;0;99000
21482;San Cristobal;68.0;62.0;3;1.0;2;88000
21480;San Andres;83.0;71.0;2;1.0;1;146000
21478;San Cristobal;30.0;27.0;1;1.0;0;59000
21475;Villaverde;153.0;102.0;4;2.0;1;178000
21474;Villaverde;86.0;76.0;3;1.0;4;129000
21473;San Cristobal;66.0;60.0;2;1.0;2;96000
21472;San Cristobal;63.0;58.0;3;1.0;4;82000
21470;Villaverde;95.0;90.0;3;1.0;0;199000
21462;Los Angeles;115.0;110.0;4;1.0;1;133000
21459;Villaverde;80.0;60.0;2;2.0;1;179990
21457;San Andres;89.0;60.0;2;2.0;1;228000
21456;San Cristobal;61.0;55.0;3;1.0;4;89000
21454;San Cristobal;68.0;60.0;3;1.0;2;94000
21452;Villaverde;70.0;68.0;3;1.0;2;90000
21450;Villaverde;57.0;55.0;3;1.0;5;96000
21449;San Andres;63.0;60.0;3;1.0;3;84000
21447;Los Rosales;125.0;76.0;3;2.0;1;210000
21443;Villaverde;80.0;72.0;3;1.0;1;95000
21442;Villaverde;66.0;60.0;3;1.0;1;93000
21441;San Andres;95.0;75.0;2;2.0;0;154500
21438;Villaverde;85.0;64.0;3;1.0;1;154900
21437;Los Angeles;80.0;74.0;2;1.0;3;115000
21436;Los Rosales;55.0;45.0;2;1.0;3;96000
21435;San Andres;60.0;50.0;0;1.0;0;85000
21434;San Cristobal;60.0;53.0;2;1.0;3;95000
21432;Villaverde;93.0;90.0;3;1.0;0;128500
21431;Villaverde;55.0;50.0;2;1.0;0;95000
21430;San Cristobal;82.0;70.0;3;1.0;3;83900
21429;Los Rosales;53.0;50.0;2;1.0;1;96000
21426;Los Rosales;70.0;55.0;2;1.0;1;202000
21425;Los Rosales;47.0;33.0;1;1.0;3;144000
21423;Los Rosales;50.0;40.0;2;1.0;3;105000
21421;Butarque;90.0;80.0;3;2.0;1;290000
21419;San Andres;70.0;65.0;2;1.0;0;75000
21418;San Andres;60.0;55.0;2;1.0;2;125000
21415;San Andres;55.0;50.0;2;1.0;3;96600
21411;Los Rosales;72.0;65.0;3;1.0;0;95000
21409;Los Rosales;75.0;73.0;2;2.0;0;195000
21408;San Andres;120.0;105.0;3;1.0;1;195000
21406;San Andres;95.0;84.0;2;1.0;2;122000
21402;Los Angeles;68.0;57.0;2;1.0;4;125000
21396;Los Angeles;125.0;116.0;4;2.0;0;173000
21393;Los Angeles;68.0;62.0;2;1.0;0;99900
21392;Villaverde;85.0;80.0;3;1.0;3;128000
21391;San Andres;75.0;70.0;3;1.0;3;120000
21390;Los Angeles;80.0;77.0;2;1.0;1;95000
21388;San Cristobal;69.0;67.0;4;1.0;3;85900
21382;Los Rosales;71.0;63.0;2;1.0;1;120000
21381;San Cristobal;76.0;70.0;3;1.0;2;110000
21378;San Cristobal;70.0;66.0;3;1.0;1;85000
21377;San Andres;80.0;60.0;3;1.0;0;100000
21371;San Andres;90.0;80.0;2;2.0;7;240000
21369;Los Angeles;105.0;90.0;3;2.0;2;135000
21368;Butarque;140.0;130.0;3;3.0;4;340000
21367;San Andres;112.0;99.0;3;2.0;1;230000
21362;Los Rosales;75.0;70.0;3;1.0;3;180000
21361;San Andres;72.0;70.0;3;1.0;2;130000
21358;San Andres;90.0;71.0;3;1.0;2;169000
21357;San Andres;78.0;60.0;2;1.0;3;168000
21356;San Andres;100.0;90.0;3;1.0;3;210000
21354;Villaverde;52.0;45.0;2;1.0;0;74800
21353;Villaverde;56.0;50.0;3;1.0;1;78000
21349;San Cristobal;75.0;65.0;3;1.0;4;155000
21348;Los Angeles;116.0;106.0;4;2.0;0;170000
21345;Butarque;81.0;72.0;3;1.0;2;139500
21343;San Cristobal;60.0;50.0;4;1.0;5;75000
21342;San Andres;50.0;47.0;2;1.0;3;123000
21340;San Andres;242.0;210.0;4;3.0;0;380000
21338;San Andres;50.0;49.0;2;1.0;2;140000
21336;Los Angeles;80.0;75.0;3;1.0;1;150000
21335;Los Rosales;65.0;50.0;2;1.0;0;110000
21334;San Andres;105.0;95.0;3;2.0;2;190000
21333;Los Angeles;100.0;90.0;3;1.0;0;142000
21330;San Andres;72.0;62.0;3;1.0;2;140000
21329;Villaverde;92.0;85.0;3;1.0;0;119000
21322;San Cristobal;60.0;58.0;3;1.0;1;105000
21320;San Andres;115.0;110.0;3;1.0;4;147000
21319;San Andres;55.0;50.0;2;1.0;3;95000
21318;Los Rosales;65.0;55.0;3;1.0;0;99500
21317;San Andres;118.0;90.0;3;2.0;0;179000
21315;San Andres;80.0;65.0;3;1.0;3;100000
21313;Los Rosales;81.0;77.0;3;1.0;2;139500
21311;Los Rosales;133.0;96.0;4;2.0;6;280000
21309;San Cristobal;63.0;60.0;2;1.0;1;102000
21307;San Cristobal;76.0;58.0;2;1.0;0;109492
21306;San Andres;115.0;110.0;3;1.0;4;148000
21305;San Cristobal;70.0;65.0;3;1.0;4;95000
21304;San Cristobal;71.0;62.0;3;1.0;5;100000
21303;San Cristobal;70.0;65.0;3;1.0;5;97000
21300;San Andres;60.0;50.0;2;1.0;3;95000
21298;San Andres;93.0;78.0;2;2.0;1;210000
21297;Butarque;80.0;62.0;2;2.0;1;250000
21296;Los Angeles;54.0;46.0;2;1.0;3;148000
21294;San Cristobal;68.0;65.0;3;1.0;1;88000
21293;Villaverde;75.0;65.0;3;1.0;2;120000
21291;San Andres;62.0;58.0;2;2.0;2;148000
21290;Villaverde;78.0;66.0;3;1.0;1;127000
21289;San Andres;83.0;78.0;3;1.0;3;155000
21286;Villaverde;66.0;54.0;2;1.0;0;95000
21285;San Andres;65.0;60.0;3;1.0;3;110000
21284;Los Angeles;65.0;62.0;2;1.0;8;125000
21282;San Andres;49.0;43.0;2;1.0;0;120000
21281;Los Rosales;100.0;80.0;3;2.0;4;210000
21278;San Cristobal;68.0;65.0;2;1.0;8;120000
21269;San Andres;89.0;71.0;3;2.0;4;174000
21267;San Andres;120.0;105.0;3;1.0;4;180000
21266;San Andres;101.0;80.0;2;2.0;0;245000
21264;Los Rosales;52.0;47.0;2;1.0;4;85000
21261;Villaverde;30.0;29.0;1;1.0;0;72000
21259;San Andres;65.0;61.0;3;1.0;3;109900
21256;San Andres;69.0;66.0;2;1.0;0;132000
21255;San Cristobal;65.0;61.0;3;1.0;0;120000
21244;Butarque;80.0;70.0;2;2.0;1;250000
21242;San Andres;67.0;60.0;3;1.0;1;150000
21238;Villaverde;66.0;62.0;2;1.0;1;116600
21236;Villaverde;85.0;60.0;2;2.0;3;180000
21233;Los Rosales;85.0;80.0;3;1.0;2;159000
21231;San Andres;160.0;70.0;2;1.0;5;260000
21229;San Andres;90.0;80.0;3;2.0;4;172000
21226;Butarque;89.0;75.0;3;2.0;5;235000
21225;Butarque;119.0;91.0;3;2.0;3;269000
21223;San Cristobal;120.0;111.0;4;2.0;1;173000
21222;Butarque;85.0;76.0;3;1.0;4;140200
21220;Los Rosales;116.0;82.0;3;2.0;5;295000
21216;Los Angeles;95.0;84.0;4;1.0;0;175000
21214;San Andres;70.0;56.0;2;1.0;3;146750
21211;Los Rosales;274.0;244.0;8;3.0;0;495000
21202;Villaverde;89.0;65.0;2;2.0;3;144801
21199;San Cristobal;66.0;59.0;3;1.0;2;88000
21197;Villaverde;98.0;78.0;3;2.0;4;219000
21195;Villaverde;98.0;78.0;3;2.0;4;219000
21191;San Andres;95.0;88.0;2;2.0;0;154500
21189;Los Angeles;72.0;68.0;2;1.0;3;139000
21188;San Cristobal;60.0;55.0;3;1.0;6;66000
21187;San Cristobal;60.0;57.0;2;1.0;5;70000
21185;San Andres;90.0;85.0;3;1.0;2;190000
21184;San Andres;61.0;57.0;2;1.0;2;93000
21175;Los Rosales;68.0;60.0;2;1.0;1;164000
21170;Butarque;90.0;75.0;2;1.0;0;215000
21168;Butarque;110.0;85.0;2;2.0;3;225000
21166;Los Angeles;65.0;60.0;3;1.0;5;85000
21164;Villaverde;125.0;110.0;3;2.0;1;210000
21162;San Andres;110.0;100.0;4;1.0;3;199000
21161;Butarque;125.0;105.0;3;3.0;7;275000
21160;Los Rosales;93.0;74.0;3;1.0;2;125000
21159;Butarque;120.0;90.0;3;2.0;6;250000
21158;Butarque;78.0;62.0;2;1.0;1;198500
21153;Butarque;200.0;164.0;5;3.0;4;330000
21152;Villaverde;69.0;60.0;2;1.0;0;119000
21149;San Andres;65.0;61.0;3;1.0;3;99000
21144;Butarque;116.0;90.0;3;2.0;6;280000
21137;Los Rosales;75.0;60.0;2;1.0;1;125000
21135;Butarque;106.0;78.0;3;2.0;1;249500
21134;Butarque;65.0;55.0;3;1.0;0;124000
21133;Los Rosales;70.0;57.0;2;1.0;1;202000
21131;San Andres;90.0;70.0;3;2.0;2;179000
21130;Villaverde;79.0;73.0;3;1.0;1;135000
21128;Los Rosales;78.0;68.0;2;1.0;1;107900
21120;Los Rosales;98.0;80.0;2;2.0;4;257000
21119;Butarque;104.0;85.0;3;2.0;1;155000
21118;Los Rosales;125.0;76.0;3;2.0;1;210000
21117;Butarque;133.0;112.0;3;3.0;3;239000
21111;Butarque;162.0;137.0;4;2.0;4;345000
21110;Los Rosales;108.0;86.0;3;2.0;3;195000
21108;Los Angeles;60.0;56.0;1;1.0;0;123000
21106;Los Angeles;75.0;68.0;3;1.0;0;140000
21104;Los Angeles;67.0;45.0;1;1.0;2;104000
21103;San Andres;80.0;70.0;4;1.0;2;165000
21102;Los Angeles;100.0;92.0;3;1.0;4;178000
21101;Los Rosales;49.0;43.0;2;1.0;0;145000
21090;Los Rosales;99.0;72.0;3;2.0;1;229000
21089;Butarque;112.0;80.0;3;2.0;3;299000
21085;Butarque;103.0;79.0;3;2.0;3;235293
21084;Butarque;105.0;78.0;2;2.0;5;232695
21083;Butarque;105.0;79.0;3;2.0;5;235815
21082;Butarque;106.0;81.0;3;2.0;1;250356
21081;Butarque;105.0;79.0;3;2.0;6;235305
21080;Butarque;105.0;79.0;3;2.0;3;234990
21079;Butarque;103.0;79.0;3;2.0;2;235815
21078;Butarque;103.0;79.0;3;2.0;4;236227
21077;Butarque;105.0;79.0;3;2.0;4;234990
21076;Butarque;103.0;79.0;3;2.0;4;235293
21075;Butarque;114.0;85.0;3;2.0;3;253291
21074;Butarque;103.0;79.0;3;2.0;2;235172
21073;Butarque;106.0;81.0;3;2.0;2;252891
21072;Butarque;105.0;79.0;3;2.0;1;236154
21071;Butarque;103.0;80.0;3;2.0;1;236227
21070;Butarque;98.0;74.0;2;2.0;5;228208
21069;Butarque;105.0;79.0;3;2.0;2;235402
21052;San Andres;51.0;45.0;3;1.0;3;115000
21049;Los Angeles;73.0;68.0;3;1.0;0;115000
21047;Los Angeles;82.0;72.0;3;1.0;2;163000
21046;San Andres;95.0;81.0;3;1.0;1;177000
21045;Los Rosales;97.0;77.0;4;1.0;1;160000
21043;Butarque;56.0;53.0;3;1.0;1;95000
21036;Villaverde;56.0;38.0;2;1.0;1;125900
21028;Los Rosales;64.0;51.0;2;1.0;3;112000
21024;Butarque;90.0;80.0;3;2.0;3;234990
21019;Villaverde;93.0;90.0;3;2.0;1;147000
21018;Villaverde;75.0;67.0;3;1.0;2;130000
21010;Los Angeles;100.0;85.0;3;2.0;4;185000
21009;San Andres;124.0;100.0;3;2.0;5;369000
21007;San Cristobal;122.0;112.0;4;2.0;8;159000
21006;Los Angeles;102.0;90.0;3;2.0;2;210000
21005;Los Angeles;59.0;47.0;3;1.0;2;90000
21004;San Andres;66.0;55.0;2;1.0;3;99000
21003;San Andres;95.0;75.0;2;2.0;0;145000
21002;Butarque;105.0;78.0;4;2.0;4;251650
21001;Villaverde;76.0;72.0;3;1.0;3;107300
21000;Villaverde;61.0;58.0;3;1.0;1;123000
20998;Los Rosales;63.0;57.0;2;1.0;3;127500
20994;Los Rosales;79.0;74.0;3;1.0;4;162000
20993;Butarque;105.0;72.0;3;2.0;1;238000
20992;Villaverde;48.0;40.0;2;1.0;1;97500
20990;San Cristobal;61.0;57.0;3;1.0;5;95000
20987;Villaverde;70.0;56.0;3;1.0;1;107000
20986;Villaverde;134.0;112.0;4;2.0;0;295000
20985;Villaverde;63.0;59.0;3;1.0;5;72000
20984;Villaverde;63.0;59.0;3;1.0;5;100000
20983;Villaverde;158.0;127.0;3;2.0;7;289900
20982;Los Angeles;78.0;65.0;3;1.0;0;129900
20981;Los Angeles;62.0;50.0;2;1.0;6;128000
20980;Butarque;112.0;102.0;4;2.0;6;380000
20979;Villaverde;88.0;70.0;3;1.0;4;129500
20978;San Andres;48.0;37.0;1;1.0;0;85000
20977;San Cristobal;70.0;57.0;2;1.0;1;97500
20976;San Andres;70.0;55.0;2;1.0;0;138000
20975;Butarque;119.0;91.0;3;2.0;3;269000
20974;Villaverde;84.0;70.0;3;2.0;1;225000
20972;San Andres;117.0;76.0;2;1.0;0;149000
20971;Villaverde;89.0;79.0;3;2.0;4;199000
20970;Villaverde;89.0;77.0;3;2.0;0;262000
20969;Villaverde;85.0;68.0;3;1.0;3;149000
20968;Villaverde;66.0;53.0;3;1.0;3;107500
20967;Butarque;103.0;79.0;3;2.0;5;234927
20965;Casco Historico de Vicalvaro;76.0;58.0;2;2.0;6;240000
20964;Casco Historico de Vicalvaro;108.0;86.0;3;2.0;4;360000
20963;Casco Historico de Vicalvaro;95.0;77.0;3;2.0;5;240000
20960;Casco Historico de Vicalvaro;60.0;56.0;2;1.0;4;137000
20958;Casco Historico de Vicalvaro;117.0;94.0;2;2.0;1;249000
20957;Los Berrocales;80.0;68.0;2;2.0;3;240000
20953;Los Berrocales;129.0;95.0;3;2.0;0;249000
20950;Casco Historico de Vicalvaro;63.0;54.0;3;1.0;2;138000
20949;Los Berrocales;166.0;137.0;4;3.0;0;442000
20948;Los Berrocales;167.0;136.0;4;3.0;0;446000
20947;Los Berrocales;173.0;143.0;4;3.0;0;440000
20944;Ambroz;71.0;57.0;3;1.0;5;162000
20942;Ambroz;92.0;70.0;2;2.0;5;255000
20941;Los Berrocales;105.0;74.0;2;2.0;0;248900
20934;Ambroz;75.0;67.0;2;1.0;0;191000
20932;Casco Historico de Vicalvaro;48.0;43.0;2;1.0;0;119900
20931;Casco Historico de Vicalvaro;62.0;55.0;2;1.0;1;130000
20929;Valdebernardo;86.0;76.0;2;2.0;1;250000
20928;Valdebernardo;78.0;57.0;2;2.0;0;210000
20927;Valdebernardo;137.0;110.0;3;2.0;0;545000
20922;Los Berrocales;102.0;88.0;3;2.0;5;289000
20920;Casco Historico de Vicalvaro;87.0;81.0;3;1.0;2;194000
20915;Valdebernardo;95.0;77.0;2;2.0;6;269900
20914;Casco Historico de Vicalvaro;85.0;81.0;3;1.0;2;194000
20913;Casco Historico de Vicalvaro;106.0;77.0;3;2.0;2;278000
20912;Casco Historico de Vicalvaro;130.0;102.0;4;2.0;5;455000
20908;Valdebernardo;108.0;90.0;3;3.0;4;329000
20907;Los Berrocales;96.0;70.0;2;2.0;0;279000
20905;Valdebernardo;126.0;100.0;3;2.0;1;317000
20904;Ambroz;80.0;69.0;3;1.0;0;145000
20901;Casco Historico de Vicalvaro;60.0;51.0;2;1.0;3;159000
20900;Casco Historico de Vicalvaro;120.0;110.0;4;1.0;2;239000
20899;Los Berrocales;87.0;75.0;2;2.0;3;245000
20898;Los Berrocales;54.0;41.0;1;1.0;3;170000
20897;Los Berrocales;102.0;83.0;3;2.0;1;255500
20896;Los Berrocales;116.0;92.0;3;2.0;4;293500
20895;Los Berrocales;127.0;111.0;3;3.0;0;323000
20894;Los Berrocales;122.0;93.0;2;2.0;0;236000
20893;Los Berrocales;154.0;125.0;3;2.0;0;299900
20892;Los Berrocales;97.0;84.0;2;2.0;1;238000
20887;Los Berrocales;100.0;76.0;3;2.0;5;243000
20884;Los Berrocales;105.0;80.0;3;2.0;1;229000
20883;Ambroz;59.0;55.0;2;1.0;0;90000
20882;Ambroz;100.0;80.0;3;2.0;1;269900
20881;Los Berrocales;177.0;119.0;4;3.0;9;360000
20877;Los Berrocales;96.0;70.0;2;2.0;0;269000
